payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
False,False,0,False,False,True,False,True,True,False,False,True,5976.9,False,89.4,False,0
False,True,0,True,True,True,False,False,False,False,False,True,1367.143048974459,True,92.71835983945509,False,1
False,True,0,True,True,False,True,False,False,False,False,True,1742.75,True,79.2,False,1
False,False,1,False,False,True,False,True,False,False,False,True,1266.1,False,90.45,False,1
True,False,0,True,False,False,False,True,True,False,True,False,1939.35,True,53.65,True,0
False,False,0,False,False,False,False,True,False,True,False,False,705.45,False,21.45,False,0
False,False,0,False,True,False,False,True,False,False,False,False,70.18157145130161,False,70.18157145130161,False,1
False,True,0,False,False,False,False,True,False,True,True,False,269.65,True,24.0,False,0
False,True,1,False,True,False,False,True,False,False,False,False,70.25201666146134,True,70.25201666146134,False,1
False,True,0,False,True,False,False,False,True,False,False,True,2369.05,False,99.5,False,1
False,True,0,False,False,True,False,True,False,True,True,False,1672.35,True,25.3,False,0
False,False,0,False,False,False,False,False,True,False,False,False,244.75,False,50.55,False,0
False,False,1,True,True,False,False,False,True,False,False,True,6139.5,False,110.5,True,0
False,True,0,True,False,True,False,True,True,False,True,False,2209.75,True,80.65,True,0
False,False,0,False,True,False,False,False,False,False,False,True,90.58103243228204,False,90.58103243228204,False,1
False,True,0,False,True,False,False,True,False,False,False,False,69.87118598016485,False,69.87118598016485,False,1
True,True,0,False,False,False,False,True,False,False,False,False,184.79976943336067,False,19.096521089666354,False,1
False,False,0,False,False,True,False,False,False,False,False,True,4475.9,False,87.55,True,0
False,True,0,False,True,False,True,True,False,False,False,True,3183.4,False,96.2,False,1
True,False,0,False,False,False,True,True,False,True,False,False,3460.95,True,94.3,False,0
False,True,0,True,True,False,False,True,True,True,True,True,5288.700569598342,True,79.84114896966112,False,1
False,True,0,False,False,True,False,False,False,False,True,False,824.85,False,59.8,False,0
False,True,0,True,True,False,False,True,False,False,False,True,2020.9,True,39.9,False,0
False,False,0,True,False,False,True,False,True,False,False,True,4689.15,True,66.8,True,0
False,True,0,False,False,True,False,False,False,False,False,True,2933.2,False,98.6,False,1
False,False,0,True,True,False,False,False,False,False,False,False,1438.05,True,74.8,False,0
False,True,0,True,False,True,True,False,True,True,False,True,8192.6,False,112.75,False,0
False,False,0,True,False,False,True,True,True,True,True,False,5815.15,True,82.3,False,0
False,True,0,True,True,False,False,False,True,False,True,True,2243.281156127668,True,105.36335020969398,False,1
False,True,0,False,True,False,False,True,True,False,True,False,1901.05,True,75.5,False,0
False,True,0,False,True,False,False,True,False,False,True,False,1974.8,True,70.75,False,1
False,True,0,False,True,False,False,True,False,False,False,True,3008.1857466394695,True,76.80106802441735,True,1
False,False,0,False,True,False,False,True,False,False,False,False,61.39647294738336,False,21.32189688110084,False,1
True,True,0,False,True,False,False,True,False,False,False,False,50.46536065238207,False,50.46536065238207,False,1
False,False,0,False,True,False,False,True,False,False,True,True,1020.2,True,90.6,False,0
False,False,0,False,False,False,False,False,True,False,False,False,1327.85,False,55.8,True,0
True,True,0,False,False,False,False,True,False,False,False,False,20.179889858848114,False,20.179889858848114,False,1
False,True,0,True,False,False,False,False,False,False,True,True,3913.3,True,70.1,True,1
True,False,0,False,False,False,True,False,True,True,True,False,217.5,True,40.55,False,0
False,True,0,False,False,False,False,True,False,False,True,False,219.5,False,19.95,True,0
False,True,1,False,True,False,False,False,True,False,False,False,731.3,False,54.8,False,0
True,False,0,False,False,False,False,False,True,False,False,False,466.6,True,50.85,False,0
False,True,0,False,True,False,False,False,False,False,True,False,79.22947844056834,False,79.22947844056834,False,1
False,True,0,True,False,True,False,False,True,False,True,True,1499.2841031292721,True,66.84455637998549,True,1
False,False,0,False,True,False,False,False,False,False,False,False,43.8,False,43.8,False,0
False,True,0,False,False,True,False,True,False,False,False,False,2065.15,False,45.2,False,0
False,True,0,True,True,False,False,True,True,False,False,True,2199.3400450853715,True,101.09309067610582,False,1
False,False,0,False,False,False,True,True,True,False,True,True,1888.65,True,100.0,True,1
False,True,0,True,False,False,True,True,True,True,True,False,4158.25,True,68.05,False,0
True,False,0,False,False,True,True,True,False,False,False,False,183.91907991696334,True,51.68705002372484,False,1
True,False,0,False,False,False,False,True,False,True,True,False,1396.25,True,19.8,False,0
True,True,0,False,True,False,True,True,False,False,True,False,341.4128147021137,False,86.72194947148905,False,1
False,True,0,True,True,True,False,True,False,False,False,True,288.0829907280145,False,95.80601394840265,False,1
False,True,0,False,False,False,True,False,False,True,False,True,5064.85,False,95.1,False,0
False,False,0,False,True,False,False,False,False,False,True,False,321.05,False,25.2,False,0
False,True,0,True,False,False,True,True,False,True,True,True,4820.15,True,74.8,False,1
False,False,0,True,False,False,False,False,True,False,True,True,3815.4,True,68.75,True,0
False,True,1,False,True,False,False,True,False,False,False,True,790.15,False,83.85,False,1
False,True,0,False,True,False,True,False,False,False,False,True,3532.0,False,99.25,True,0
False,True,1,False,True,False,True,False,False,False,False,True,6441.4,False,106.0,True,1
True,True,0,False,False,False,False,False,False,False,False,False,20.3,False,20.3,False,1
False,True,0,False,False,True,False,False,True,False,False,True,6744.2,True,95.65,True,0
True,True,0,True,False,False,False,True,False,False,False,False,160.85,False,50.15,False,0
False,True,0,False,False,True,True,True,False,True,True,False,3119.9,True,55.25,False,0
True,True,0,False,True,False,False,True,True,False,False,False,418.8798771706254,False,85.02423775892807,False,1
False,False,0,False,True,False,False,False,False,False,False,False,592.65,True,43.8,True,0
False,True,0,False,True,False,False,True,False,False,False,False,2189.453414073937,True,58.1127245128965,False,1
False,True,0,False,True,False,False,True,False,False,False,True,407.2038101000516,False,44.49932505631469,False,1
False,True,0,False,False,False,False,False,False,False,False,True,633.4,True,48.75,False,1
False,True,0,False,False,True,True,False,True,True,True,True,7039.45,True,103.75,False,0
False,True,0,False,True,False,False,False,False,False,False,True,4045.65,True,85.3,False,1
True,False,0,True,False,False,True,False,False,True,True,True,4630.2,True,99.65,False,0
True,True,0,False,False,False,True,True,False,False,False,True,1132.75,False,99.95,False,1
False,True,0,False,False,False,True,True,True,False,True,True,5969.95,True,103.75,False,0
True,False,0,False,False,False,False,False,False,False,True,False,911.6,True,26.45,False,0
False,True,1,False,True,False,False,True,True,False,False,False,2126.0411880163133,False,80.44107514829264,False,1
True,True,0,False,False,False,False,False,False,True,False,False,810.45,False,19.85,False,0
True,False,0,True,False,False,False,False,False,False,False,False,301.9,False,29.75,False,0
False,True,0,False,True,True,False,False,False,False,False,True,55.209696369813244,False,55.209696369813244,False,1
True,True,0,False,False,False,False,True,False,False,False,False,84.65,False,84.65,False,1
False,True,0,False,False,False,False,True,False,False,True,False,600.25,True,19.45,True,0
False,True,0,True,False,True,False,True,True,False,False,False,2208.75,False,86.65,False,0
False,False,0,True,False,False,True,True,True,True,True,True,7159.05,True,115.55,False,0
True,True,0,False,False,True,False,True,True,False,False,True,2723.674766448993,False,93.35722903665355,False,1
False,True,0,True,True,False,False,False,True,False,False,True,4107.3,True,94.1,False,0
True,False,0,False,False,False,False,False,False,False,False,False,163.2,False,18.85,False,0
False,True,0,False,False,False,True,False,True,False,False,True,4327.5,False,103.8,False,0
False,True,0,False,True,False,False,True,True,False,False,True,3066.828596829339,False,94.08603842101122,True,1
False,True,1,False,True,False,True,False,False,False,True,True,2911.3,True,98.9,False,1
False,True,0,False,True,True,True,False,False,False,False,True,424.9387178298229,False,91.30028366522475,False,1
False,False,0,False,False,True,False,True,False,False,True,False,552.9,False,20.05,True,0
False,True,1,False,True,False,False,False,False,False,True,False,69.25,True,69.25,False,1
False,False,0,False,False,True,False,True,False,True,True,False,1263.9,True,20.05,False,0
True,False,0,False,False,False,False,True,False,False,True,False,190.25,False,20.1,True,0
False,True,0,True,True,False,False,True,True,False,True,True,4874.031760703232,True,106.665514541687,True,1
False,True,0,False,True,False,False,True,True,False,True,True,1465.1211504186017,True,80.85511297156351,False,1
False,True,0,True,True,False,True,True,True,False,False,True,5580.112704412624,True,105.40821166930144,True,1
False,False,1,False,True,False,False,True,False,False,False,False,25.05,True,25.05,False,1
True,True,0,False,False,False,False,True,False,False,False,False,44.165259451105925,False,44.165259451105925,False,1
False,False,1,False,True,False,False,True,False,False,False,True,5746.15,True,100.6,False,1
False,True,0,True,True,False,True,True,True,False,True,True,2333.456044338163,True,94.432938600366,False,1
False,True,0,False,False,True,False,False,False,False,False,False,85.55,False,85.55,False,1
False,True,0,True,True,False,False,True,False,False,False,False,2094.9,False,59.6,False,0
True,True,0,False,False,False,True,False,False,False,True,False,95.05,True,31.0,False,1
False,True,1,True,True,False,False,False,True,False,False,True,4689.5,False,113.2,False,1
False,False,0,False,True,False,True,False,False,False,False,False,1024.3954822308192,False,63.25509345442184,False,1
False,True,0,False,False,False,False,True,False,True,True,False,1798.9,True,25.2,False,0
False,True,1,False,True,False,False,False,True,False,False,True,2967.35,False,99.7,False,1
False,True,0,False,False,True,False,False,False,False,False,False,532.1,False,19.2,False,0
True,False,0,False,False,False,False,False,False,False,True,False,716.4,True,20.65,False,0
False,False,0,False,False,True,False,True,False,False,True,False,620.55,True,20.1,True,0
True,True,0,False,False,False,False,False,False,False,False,False,130.15,True,46.1,False,0
False,True,0,False,True,True,False,True,False,False,False,True,794.0729328579336,False,72.65528916150663,False,1
False,False,0,False,True,False,False,True,False,False,True,True,79.8776759350448,True,79.8776759350448,False,1
False,False,0,True,False,False,True,True,True,False,False,False,4111.35,False,68.8,True,0
False,True,0,False,True,True,False,True,True,False,True,True,926.9338978193471,False,96.539175842525,False,1
False,False,0,True,False,False,True,True,True,True,False,True,6110.2,True,109.75,False,1
False,True,1,False,True,False,False,False,False,False,False,True,396.1,False,95.45,False,1
False,True,1,True,False,True,False,True,True,True,False,True,7550.3,True,102.65,False,0
False,True,1,False,True,False,False,False,False,False,False,True,3944.5,True,95.05,False,0
True,True,0,False,False,False,True,True,True,False,False,True,2361.6837795273723,False,59.509730143031256,True,1
False,True,0,True,True,False,False,True,False,False,False,True,1750.034949293204,False,95.57734433958461,False,1
False,True,0,True,False,True,False,False,True,False,False,False,637.5319236271476,True,76.3847541395677,False,1
False,True,1,False,True,False,False,False,False,False,False,False,2868.15,True,76.5,False,1
True,True,0,False,False,False,False,False,False,False,True,False,2413.05,True,44.1,True,0
False,False,1,False,True,False,False,False,True,False,False,True,5294.6,True,89.45,False,0
False,True,0,False,True,False,False,True,False,False,False,False,74.79319276111868,False,74.79319276111868,False,1
False,False,0,True,False,False,True,True,True,True,True,False,3046.4,True,57.55,False,1
False,True,0,False,True,False,False,False,False,False,False,True,803.3,False,83.3,False,1
True,True,0,False,True,False,False,False,False,False,True,False,36.976389588750806,False,20.014985637960823,False,1
False,False,0,True,True,False,True,False,False,True,False,True,3147.5,True,47.85,False,1
False,True,0,False,True,False,False,True,False,False,False,False,19.85,False,19.85,False,1
False,True,1,True,True,False,False,True,True,False,False,False,1463.4593286246813,True,83.16710182457273,False,1
False,True,0,False,True,False,True,False,True,False,True,True,2110.15,True,102.8,False,1
False,False,1,False,True,False,False,True,False,False,False,False,289.1,False,91.05,False,1
False,True,1,True,False,True,False,True,True,True,False,False,5968.4,True,92.7,False,0
False,True,0,True,False,True,False,False,True,False,False,False,4664.2,False,95.65,True,0
False,True,0,False,True,False,True,True,False,False,False,False,84.688256609014,True,84.688256609014,False,1
False,True,1,True,True,False,False,False,True,False,False,False,5496.9,False,89.75,False,0
False,True,0,True,True,False,True,True,True,False,False,True,5583.156402791216,True,97.28738862394661,True,1
False,False,0,False,False,True,False,False,False,False,False,False,527.35,False,20.45,True,0
False,True,0,False,True,False,True,False,False,False,False,True,2877.05,False,68.6,True,0
True,True,0,False,False,False,False,True,False,False,False,False,147.5,False,19.95,False,0
False,True,1,True,False,False,True,False,True,True,False,False,6140.85,False,92.45,False,0
True,False,0,True,False,False,True,False,False,True,True,False,4415.75,True,75.8,False,0
True,True,0,False,False,False,False,True,False,False,False,False,45.95341643397552,False,45.95341643397552,False,1
False,False,0,False,True,False,False,False,False,False,False,False,402.5,False,75.6,False,0
False,True,0,False,True,True,True,True,True,False,False,True,6892.6781711598915,True,104.37710487449054,True,1
False,True,0,False,True,False,False,True,False,False,False,False,57.812833943795,False,25.16473207402314,False,1
False,True,0,True,False,True,False,False,True,False,True,False,2136.9,True,59.45,False,0
True,False,0,False,False,False,False,True,False,True,False,False,1149.65,False,20.0,False,0
False,True,1,False,True,False,False,False,True,False,False,False,1095.5133849490614,False,89.59723753457028,False,1
False,True,0,False,False,False,False,True,False,False,False,False,471.55,True,20.45,False,0
False,False,0,False,False,False,False,False,False,True,True,False,821.6,True,24.3,False,0
True,False,0,False,False,False,False,False,False,False,True,False,31.9,True,20.3,True,0
True,True,0,False,False,False,False,False,False,False,False,False,50.02950249927613,False,50.02950249927613,False,1
False,False,0,False,False,True,False,True,False,True,True,False,1847.55,True,25.35,False,0
False,True,0,False,False,True,False,False,False,False,False,True,1505.45,False,94.0,False,0
False,True,0,False,False,False,True,False,True,False,False,False,2684.85,False,79.95,True,0
False,True,0,True,False,True,False,True,False,True,False,True,6981.35,True,106.05,False,1
False,True,1,False,False,False,False,True,False,False,False,False,1236.15,False,60.05,False,1
False,False,0,True,True,False,True,False,True,True,True,False,4891.5,False,66.0,False,0
False,True,0,True,True,False,False,True,False,False,False,True,3366.05,True,93.6,False,0
False,True,1,False,True,False,False,True,True,False,False,True,2659.048459725298,True,83.20386102367412,False,1
False,True,0,True,False,True,False,True,True,False,False,True,5023.0,False,76.9,True,0
True,True,0,False,False,False,True,False,False,False,False,False,416.486013551723,False,61.63311515481598,False,1
True,True,1,False,False,False,False,True,False,False,False,False,5060.85,False,75.7,False,0
False,False,0,False,False,False,False,False,True,False,False,False,1441.8,False,65.25,True,0
True,True,0,False,False,False,False,True,False,False,False,True,55.20598058934934,True,55.20598058934934,False,1
False,True,0,False,True,False,False,False,False,False,False,False,82.70215425820172,False,24.824369365031473,False,1
False,True,0,False,True,False,True,True,False,False,False,True,441.14056876578115,True,43.640591136235685,False,1
False,True,0,True,False,False,True,True,True,True,False,True,4176.7,False,60.05,False,0
False,True,0,True,False,True,False,True,False,False,True,True,3204.65,True,99.55,False,1
False,False,0,False,True,False,True,True,False,False,False,True,5059.75,True,99.4,True,0
False,True,0,False,True,False,False,False,False,False,False,False,74.9,False,74.9,False,1
False,False,0,True,False,False,True,True,True,False,True,False,947.4,False,40.65,True,0
False,True,1,False,False,False,False,False,False,False,False,False,600.15,False,74.05,False,0
False,True,0,False,False,False,False,True,False,False,True,False,1929.0,True,75.75,False,0
False,False,0,True,True,False,True,True,False,False,False,True,2212.55,False,81.7,True,0
False,True,0,False,True,False,False,False,False,False,False,False,1144.5,False,70.0,False,1
False,True,0,False,True,False,True,False,False,False,False,False,289.42003021657825,False,19.985861771393704,False,1
True,False,0,False,False,False,False,True,False,False,False,False,24.998012147691238,False,24.998012147691238,False,1
False,True,0,False,True,False,True,False,True,False,False,True,364.0288623661836,True,92.4426889445501,False,1
True,True,0,True,False,False,True,True,True,True,False,True,5878.9,True,84.7,False,0
True,True,0,False,True,False,False,True,True,True,False,True,3935.515995701972,True,56.89421372678413,True,1
True,True,0,False,True,False,False,True,True,False,False,True,205.03504434955755,True,49.88300572262169,False,1
False,False,0,False,True,False,True,False,False,False,False,False,583.0,False,54.25,False,0
False,True,0,True,True,False,True,True,True,True,True,True,7882.5,False,114.6,False,0
False,True,0,False,True,False,False,False,False,False,False,False,45.65,False,45.65,False,1
True,True,0,False,False,False,False,True,False,False,True,False,152.6,True,19.35,False,0
True,False,0,False,False,False,True,False,True,False,False,True,685.55,False,64.9,True,0
False,True,0,False,True,False,False,False,False,False,True,False,482.0649261051796,True,31.165902402677503,False,1
True,True,0,False,False,False,False,True,False,False,False,False,19.5,False,19.5,False,0
False,True,0,False,True,False,False,True,True,False,True,True,1486.062278689995,True,69.29295997765449,True,1
False,True,1,True,True,False,False,True,False,False,False,True,5568.35,True,104.2,False,1
True,False,0,False,False,False,False,True,False,False,False,False,100.2,False,24.3,False,0
False,True,1,False,True,False,False,True,False,False,False,False,69.56791249022719,False,69.56791249022719,False,1
False,True,0,False,True,False,False,True,False,False,False,True,36.215447420351,False,36.215447420351,False,1
False,False,0,False,True,False,False,False,True,False,False,False,74.35,False,74.35,False,0
False,True,0,False,True,False,False,True,True,False,True,True,383.53930990089077,True,82.43973042563071,False,1
False,True,0,False,True,False,False,True,False,False,False,False,257.1784861802101,True,76.394853262756,False,1
False,True,0,True,True,True,False,False,True,False,False,True,6884.961957650361,True,103.41884741526864,True,1
False,True,0,True,False,True,False,False,True,False,False,False,6886.25,False,102.95,False,1
False,True,0,True,False,True,True,False,True,True,False,False,4124.65,True,70.35,False,0
False,True,0,True,False,False,False,True,False,False,True,True,3275.15,False,95.3,False,0
False,False,0,True,False,True,True,True,False,True,False,True,4729.3,True,75.35,False,0
True,True,0,True,True,False,False,True,False,False,False,True,55.75830935933279,False,55.75830935933279,False,1
False,True,1,True,False,False,True,True,True,True,True,True,4732.35,True,64.8,False,0
False,False,0,True,True,False,False,True,False,False,False,False,119.5,False,53.45,False,0
False,True,0,False,True,True,False,True,False,False,False,True,3026.4904116529556,False,89.01984842297779,False,1
False,False,0,False,True,False,True,True,False,False,False,False,3418.2,False,95.5,False,0
False,False,0,False,False,True,True,False,True,True,True,False,3244.4,True,51.35,False,0
False,False,0,False,False,False,False,False,False,False,True,False,198.1,True,19.4,False,0
True,True,0,False,True,False,False,True,False,False,False,False,58.84460172976336,False,19.750385590731188,False,1
False,False,0,False,False,True,False,False,False,False,False,False,20.3,False,20.3,False,0
False,True,0,True,False,False,True,False,True,True,False,False,3058.15,False,44.6,False,0
True,True,0,False,False,True,True,True,True,False,False,True,1176.400113411886,False,60.89287532049922,True,1
False,False,0,True,True,False,False,False,True,False,False,False,438.9,False,61.4,False,0
False,False,0,False,False,True,True,False,False,False,True,False,528.35,True,55.2,False,1
False,True,0,False,True,False,False,False,False,False,False,False,302.35,False,75.65,False,0
False,True,1,False,False,True,True,True,False,False,False,True,6871.9,True,100.05,False,1
False,False,0,False,False,True,False,True,True,False,False,True,5614.45,True,100.3,True,1
False,True,0,False,False,False,True,False,True,True,True,True,3751.15,True,61.45,False,0
True,True,0,True,False,False,True,True,True,False,False,False,219.0,False,43.25,False,1
False,True,0,True,True,True,False,False,True,False,True,False,365.50601207281636,True,51.18063479730485,False,1
False,True,1,True,False,True,True,True,True,True,False,True,4641.1,True,64.45,False,0
False,True,0,True,True,True,True,True,True,False,True,True,7443.161773569974,True,110.98880538317661,True,1
False,False,0,False,False,True,False,True,True,False,False,False,1074.65,True,56.8,False,0
False,True,0,False,True,False,False,True,True,False,True,False,5931.583333701357,True,89.97985646127165,True,1
True,False,0,False,False,False,False,False,False,False,False,False,24.4,False,24.4,False,0
False,True,0,False,True,False,False,True,False,False,False,False,912.0,False,81.45,False,0
False,False,0,True,False,True,False,False,False,False,True,False,188.1,False,80.55,False,0
False,True,0,False,True,False,True,True,False,False,False,False,1702.85185351511,False,65.88273341369398,False,1
True,False,0,False,False,False,False,False,False,True,True,False,1286.0,True,20.6,False,0
False,True,0,False,True,False,False,True,True,True,False,True,5268.211560401203,True,83.23237965620937,False,1
True,False,0,False,False,False,False,True,False,False,False,False,358.5,False,20.05,False,0
False,False,0,False,False,False,False,True,False,False,True,False,69.75,False,69.75,False,1
True,False,0,False,False,False,False,False,False,True,True,False,255.55,True,18.8,False,0
False,False,0,False,True,False,True,True,True,False,False,True,1451.1,False,95.7,False,0
False,True,0,False,True,False,False,False,False,False,False,False,1378.25,True,84.95,False,1
True,True,0,False,False,False,False,True,False,False,True,False,19.2,False,19.2,False,0
False,True,0,False,True,False,False,False,False,False,False,False,134.05,True,84.05,False,0
True,True,0,True,False,False,False,True,False,False,False,True,85.3881196557632,False,85.3881196557632,False,1
True,True,0,False,False,False,False,True,False,False,False,False,20.45,False,20.45,False,0
False,True,0,False,True,False,False,True,True,False,False,False,2640.55,False,81.15,False,0
False,True,1,False,False,False,False,True,False,False,False,False,69.5,False,69.5,False,1
False,True,1,False,False,False,True,False,False,False,False,True,4016.2,False,101.1,True,0
False,True,0,False,False,True,True,True,False,False,True,True,187.73889441837397,True,89.76888944183739,False,1
True,True,0,False,True,False,False,True,False,False,False,False,58.850381494399116,False,21.042035545742596,False,1
False,True,0,False,True,False,False,True,True,False,False,True,90.70278981714168,True,90.70278981714168,False,1
True,True,0,False,False,False,False,False,False,False,False,False,2088.05,False,84.6,False,0
False,True,1,False,True,True,False,True,False,False,True,False,583.8891517662181,True,80.5905285651898,False,1
False,True,0,False,True,False,False,False,False,False,False,True,715.7339123506459,False,77.97534415851108,False,1
False,True,0,False,True,False,False,True,True,False,True,True,4115.697834818988,True,86.90543985544278,False,1
False,False,0,False,False,True,False,False,False,True,True,False,1079.65,True,19.55,False,0
True,True,0,False,False,False,False,False,False,True,False,False,1035.7,False,20.5,False,0
False,True,0,False,True,False,False,True,False,False,False,True,418.8,False,45.4,False,1
False,True,0,False,True,True,False,False,True,False,False,True,245.6246852589205,True,86.67934633566654,False,1
False,True,0,False,True,False,False,True,True,True,True,True,7415.288413304845,True,103.71584009855441,False,1
False,True,0,False,False,True,False,False,False,False,False,False,68.45,False,20.15,False,0
False,True,1,False,True,False,False,False,False,False,False,False,1096.25,False,74.3,False,1
True,False,0,False,False,False,False,False,False,False,True,False,163.6,False,20.05,False,0
True,True,0,True,False,False,True,True,True,False,True,False,1271.8,True,57.95,False,0
False,True,0,False,True,False,False,True,False,False,True,True,99.75,False,99.75,False,1
False,True,1,False,True,False,True,True,True,True,False,True,7312.643048294593,True,107.47134499801831,False,1
False,True,1,False,True,False,False,False,False,False,False,False,69.58042254746913,False,69.58042254746913,False,1
False,True,0,False,True,False,False,True,False,False,False,True,497.6005168303664,True,84.86900465520978,False,1
False,False,1,False,False,False,False,False,False,True,False,False,1778.7,True,24.3,False,0
False,True,1,True,True,False,False,False,True,False,False,True,2497.2,False,95.0,False,1
False,False,0,False,False,True,False,False,False,False,True,False,763.1,True,19.6,True,0
False,True,0,False,True,True,True,True,False,False,False,True,449.4189884884931,True,71.26248474059828,False,1
True,False,0,False,False,False,False,True,False,False,True,False,33.436714991131815,True,20.30616389053115,True,1
True,True,0,False,False,False,False,True,False,False,False,False,19.706801227090843,False,19.706801227090843,False,1
False,True,0,False,True,False,False,True,False,False,False,False,59.85,False,59.85,False,1
False,True,0,False,False,True,True,True,False,False,True,True,225.05497006986647,True,66.47203343918366,False,1
False,False,0,False,False,False,False,False,True,False,True,False,2033.05,True,83.15,True,0
False,False,0,False,True,False,True,True,False,False,True,True,2012.7,True,103.3,False,1
False,True,0,False,True,False,False,True,False,False,False,True,339.38027270034576,False,84.5047343299447,False,1
True,False,0,False,False,False,False,False,False,False,False,False,669.45,True,20.05,False,0
False,True,1,False,False,False,False,False,False,False,False,True,4735.35,False,102.15,True,0
False,True,0,False,True,False,True,False,False,False,True,False,1119.35,False,49.45,True,0
True,True,0,True,False,False,True,False,False,True,False,True,5714.2,False,85.25,False,0
False,False,0,False,False,False,False,True,False,False,True,False,559.2,True,44.8,False,0
False,True,0,False,True,False,True,True,False,False,True,True,4254.277564549992,True,84.74966461795525,True,1
False,True,0,False,False,False,True,True,False,False,True,False,262.6517552553967,True,46.02768916637454,False,1
False,True,0,False,True,False,False,False,False,False,True,True,2226.483545942492,True,80.60702045113763,False,1
False,True,0,False,True,True,True,True,True,False,False,False,1173.1000699515841,False,40.41087257617032,True,1
False,True,0,False,True,False,False,True,True,False,False,True,4914.8,True,79.8,True,0
False,True,0,True,False,True,False,False,False,False,False,False,4639.45,True,81.25,True,0
False,False,0,False,True,False,False,False,False,True,True,False,1263.85,True,19.35,False,0
False,True,0,False,False,True,False,True,True,False,False,True,5943.33265333348,True,101.7348863731472,True,1
False,True,0,False,True,False,True,False,True,False,False,False,554.45,False,65.45,False,0
False,True,0,False,True,False,False,False,True,False,True,False,2723.75,True,86.1,False,0
True,False,0,False,False,False,False,True,False,True,True,False,1124.2,False,19.75,False,0
True,True,0,False,True,False,False,True,False,False,True,False,80.27249967794388,True,80.27249967794388,False,1
False,False,0,True,True,False,False,True,True,False,True,False,1366.3368828064572,True,38.32164994951424,False,1
False,True,0,False,True,False,False,True,True,False,False,True,370.5679652628265,False,88.50147277626571,False,1
False,False,0,True,True,False,False,True,True,False,True,False,30.270481397398644,True,30.270481397398644,False,1
False,True,0,True,True,False,False,True,False,False,False,False,858.3298119767328,True,81.3622649709159,False,1
False,False,0,False,False,False,False,False,False,False,False,False,289.3,False,19.4,False,1
False,False,0,False,False,True,False,True,False,False,False,False,140.7,False,70.7,False,1
False,False,1,False,True,False,True,True,False,True,False,True,6538.45,True,102.1,False,0
False,True,0,True,False,True,True,True,True,False,False,True,6872.015657723347,True,100.07337333781939,False,1
False,True,0,False,True,False,False,False,False,False,True,False,882.55,True,25.75,False,0
False,False,0,False,True,False,False,False,False,False,False,False,58.9,False,25.25,False,1
True,False,0,False,False,False,False,False,False,True,True,False,1090.1,True,20.05,False,0
False,True,1,False,True,False,False,False,False,False,False,False,70.29475813355613,False,70.29475813355613,False,1
False,True,0,True,False,True,False,True,False,False,False,True,2292.75,False,99.95,True,0
False,False,0,False,True,False,True,True,True,False,True,False,40.163279379048625,True,40.163279379048625,False,1
False,True,0,True,True,False,False,False,False,False,False,True,55.692729395162814,False,55.692729395162814,False,1
True,False,0,False,False,False,False,False,False,True,True,False,52.0,True,19.1,False,0
False,True,0,True,False,True,False,False,False,False,False,True,2427.1,False,79.3,True,0
False,True,1,True,False,True,False,False,False,False,False,False,2193.65,False,85.8,False,0
True,True,0,False,False,False,True,False,False,False,False,True,629.55,False,60.95,False,0
False,True,0,False,False,False,False,False,True,True,True,False,3246.45,True,59.8,False,0
True,False,0,False,False,False,True,False,True,True,True,False,2283.3004408418656,True,73.35,False,0
False,True,0,False,True,False,True,True,False,False,True,True,2179.4273267915805,True,85.77545537014049,True,1
False,True,0,False,False,True,False,True,True,False,False,True,918.75,False,99.3,False,0
False,True,0,False,True,False,False,False,True,False,False,True,5509.1375285904,True,99.7007105612626,True,1
True,False,0,False,False,False,False,True,False,False,False,False,42.7,False,20.05,False,0
False,False,0,True,True,False,False,True,False,False,False,False,2790.65,False,53.75,True,0
True,True,0,False,True,False,False,False,True,False,False,True,154.08152558310334,False,50.61566017798638,False,1
True,True,0,False,True,False,True,True,True,False,False,False,1028.706013569051,False,81.47850385749517,False,1
False,False,0,False,False,False,False,False,False,True,True,False,1378.75,True,19.8,False,0
True,True,0,False,False,False,False,True,False,False,False,True,4063.0,False,90.4,False,0
False,True,0,False,False,False,False,True,False,False,False,False,1214.05,True,70.4,False,1
False,False,0,True,False,True,True,True,True,True,True,False,3139.8,True,45.25,False,0
False,False,0,False,True,False,False,False,False,False,True,True,1868.4,True,85.6,False,0
False,False,0,True,False,True,True,True,True,True,False,False,5357.75,True,73.5,False,0
False,True,1,True,True,False,True,False,True,False,True,True,4972.1,True,110.2,False,0
False,True,0,False,True,False,False,False,True,False,False,True,307.4,False,95.1,False,1
True,True,0,False,False,False,False,True,True,False,True,True,2090.25,True,100.05,True,0
False,False,0,False,False,False,False,False,False,True,True,False,930.9,True,20.15,False,0
False,False,0,True,True,True,False,True,False,False,True,True,2652.4258034340355,True,92.0869236729515,False,1
True,False,0,False,False,False,False,False,False,False,False,False,71.2,False,20.25,True,0
False,True,0,True,False,True,True,True,True,True,True,False,2490.15,True,69.15,False,0
False,False,0,False,False,False,True,False,False,False,False,True,6383.9,True,101.15,True,0
