paperless_billing_Yes,senior_citizen,online_security_Yes,total_charges,payment_method_Electronic check,partner_Yes,tech_support_Yes,monthly_charges,type_One year,type_Two year,churn
True,0,False,1498.35,False,False,False,25.0,False,True,0
True,0,False,1277.5,False,False,False,50.35,False,False,0
True,0,False,50.619412127760576,True,False,False,50.619412127760576,False,False,1
False,0,False,1067.65,False,True,False,20.55,False,True,0
True,0,False,3104.323408149111,True,True,True,94.18944213611367,False,False,1
False,0,False,2561.87873585041,True,True,True,80.27448326484446,False,False,1
True,0,True,3561.15,False,True,False,59.8,True,False,0
True,0,True,1886.4,True,False,False,47.85,True,False,0
True,0,False,257.0,False,False,False,19.95,True,False,0
True,0,False,70.38634479389793,False,False,False,70.38634479389793,False,False,1
True,0,True,101.62848526584412,True,True,False,101.62848526584412,False,False,1
False,0,False,44.2,False,False,False,20.75,False,False,0
True,0,False,576.7,True,False,False,75.25,False,False,0
False,0,False,1165.9,False,True,False,24.95,True,False,0
True,0,True,1096.65,False,True,True,62.1,True,False,0
False,0,False,2862.55,False,True,False,78.95,True,False,0
False,1,True,692.35,False,False,True,39.7,False,True,0
True,1,True,5618.3,True,True,False,89.1,False,False,0
False,0,False,32.7,False,False,False,20.0,False,False,0
True,1,False,7308.95,True,True,False,104.8,True,False,0
True,0,True,4132.469198679779,True,False,True,104.54778532404588,False,False,1
False,0,False,267.6,True,False,False,79.25,False,False,1
False,1,False,3309.25,False,True,False,70.55,False,False,1
False,0,True,8306.05,False,True,True,114.55,False,True,0
True,0,False,2300.0007223261778,True,True,True,96.51046609102167,False,False,1
True,0,False,327.1358164022704,True,True,False,105.53747359835515,False,False,1
True,0,False,512.45,True,False,False,96.25,False,False,1
False,0,True,7222.75,True,True,True,113.35,True,False,0
True,1,False,69.85,True,False,False,69.85,False,False,1
False,0,True,5036.9,True,False,False,95.95,True,False,0
True,1,False,73.65,True,False,False,73.65,False,False,1
True,0,False,70.57509627186282,True,True,False,70.57509627186282,False,False,1
True,0,True,8672.45,False,True,True,118.75,False,True,0
False,0,True,6328.7,False,True,True,87.25,False,True,0
True,0,False,79.05,True,False,False,79.05,False,False,1
True,0,False,477.6,False,True,False,19.15,False,False,0
True,0,False,1496.0758661541256,True,False,False,87.64024219831413,False,False,1
False,0,False,6151.9,False,True,True,85.95,False,True,0
True,0,True,4759.55,False,True,True,74.35,False,True,0
False,0,False,24.0,False,False,False,24.0,False,False,0
False,0,False,6302.8,False,True,True,94.1,False,True,0
False,0,False,1373.0,True,True,False,54.1,False,False,0
True,1,False,2869.4380649971777,True,False,True,99.7646774995296,False,False,1
True,0,False,809.75,False,False,False,90.8,False,False,1
True,0,False,6747.35,True,True,False,94.65,False,False,0
False,0,False,333.55,False,False,False,84.05,False,False,1
True,1,False,3473.4,True,True,False,92.5,False,False,1
False,1,False,1043.3,True,False,False,69.65,False,False,0
False,0,False,1336.15,False,True,False,49.85,False,False,0
True,0,False,834.6456147965088,True,False,False,84.69659186840052,False,False,1
True,0,True,2960.1,False,True,False,43.95,False,True,0
False,0,False,117.8,False,False,False,19.7,True,False,0
True,0,False,739.8619128551202,True,True,False,70.02301452414665,False,False,1
False,0,False,278.85,False,True,False,19.35,False,True,0
True,1,True,4084.35,False,True,True,72.6,False,True,0
True,0,False,462.8,False,False,False,94.85,False,False,1
False,0,False,40.25,False,True,False,20.3,False,False,0
True,0,False,830.8301816152742,True,False,False,85.60441558503486,False,False,1
True,0,False,7475.1,True,True,True,106.15,True,False,0
True,0,False,2415.95,True,False,False,100.65,False,False,0
True,0,True,1743.5,True,True,False,104.2,False,False,1
True,0,False,23.45,True,True,False,23.45,False,False,1
True,0,False,327.9523686679288,True,False,False,102.26187729270347,False,False,1
False,0,False,2809.05,True,False,True,108.9,False,True,0
True,0,False,19.99991640819556,False,True,False,19.99991640819556,False,False,1
True,0,False,70.92509448097937,True,False,False,70.92509448097937,False,False,1
False,0,False,615.35,False,False,False,24.8,True,False,0
True,1,False,2566.3,True,False,True,50.5,False,False,0
True,0,False,209.78843328264682,True,False,False,30.409297226446096,False,False,1
True,1,True,3273.55,False,True,False,83.75,False,False,1
False,0,True,5714.2,False,True,True,80.2,False,True,0
True,1,False,392.5,True,False,False,84.7,False,False,0
True,0,False,762.1,True,False,False,87.05,False,False,1
False,0,False,89.15,False,True,False,89.15,False,False,1
True,0,False,3721.9,False,False,True,74.45,False,True,0
True,0,False,45.85,False,True,False,45.85,False,False,1
False,0,True,7085.5,False,True,True,101.0,False,True,0
False,0,False,235.1,False,True,True,56.5,False,False,1
True,0,False,78.89723290365218,True,True,False,78.89723290365218,False,False,1
True,0,False,5809.75,False,True,True,111.8,True,False,0
False,0,False,78.65,True,False,False,78.65,False,False,1
True,0,True,3684.95,False,True,False,104.5,False,False,0
True,0,False,916.2798637291628,True,True,False,91.62922192368305,False,False,1
True,0,True,1029.35,False,False,False,80.0,False,False,0
True,0,False,3523.6145827213563,True,True,False,103.79905772258795,False,False,1
True,0,False,1232.9,True,True,True,51.1,False,False,0
False,0,False,258.35,False,True,False,19.7,False,True,0
True,1,True,3162.65,False,False,False,80.45,False,False,0
True,0,False,19.6,False,False,False,19.6,False,False,1
True,0,False,7373.246790406568,True,True,True,103.4753523240617,True,True,1
True,0,True,3369.25,True,False,False,91.15,False,False,0
True,0,False,228.0,False,True,False,74.1,False,False,1
False,0,True,6069.25,True,False,True,93.55,True,False,0
True,0,False,193.6,True,False,False,91.4,False,False,1
True,0,False,3374.357197255324,True,True,False,77.89687161022216,False,False,1
True,1,False,1207.7280209603464,True,True,False,100.2325130339488,False,False,1
False,0,False,875.35,True,False,False,55.3,False,False,0
False,0,True,5401.9,False,True,True,79.2,False,True,0
True,0,False,1777.295249496467,False,False,True,98.414488935743,False,False,1
True,0,False,56.35,True,False,False,25.05,False,False,1
True,1,True,3229.4,False,True,False,74.15,False,False,1
True,0,False,1683.7,False,True,True,81.0,False,False,0
True,1,True,8399.15,False,True,True,115.75,False,True,0
False,0,False,358.15,False,False,False,19.65,False,True,0
True,0,False,44.05,False,False,False,44.05,False,False,0
False,0,False,1856.4,False,False,False,26.05,True,False,0
True,0,True,2546.85,False,False,False,46.3,False,False,0
True,0,False,2470.1,False,False,True,104.05,False,False,1
False,0,False,1867.7,False,True,False,25.55,False,True,0
True,0,False,98.47415474936459,True,False,False,45.14810888409985,False,False,1
True,0,True,1438.4756583050973,True,True,False,71.5399833373451,False,False,1
False,0,True,1700.9,False,False,True,41.15,True,False,0
True,0,True,348.8,False,False,True,63.4,False,True,0
False,0,True,4669.2,False,False,True,100.75,False,False,0
True,0,True,3539.25,False,True,True,84.25,True,False,0
False,0,False,1114.55,False,True,False,75.35,False,False,0
True,0,False,593.05,False,False,False,49.05,False,False,0
True,0,False,169.1690367682964,True,False,False,83.47122593125916,False,False,1
True,0,False,6823.4,True,True,True,105.25,False,True,0
True,0,False,2839.7393327718974,True,True,False,78.82305342940938,False,False,1
True,0,False,564.4,False,True,False,70.05,False,False,0
True,0,False,3767.4,False,True,True,99.95,False,False,0
True,0,True,1863.1670616062972,True,False,True,75.93738410544857,True,False,1
True,0,False,24.7,True,False,False,24.7,False,False,0
False,0,True,3371.0,False,True,True,73.85,False,True,0
False,0,False,2010.55,False,False,False,55.0,False,False,1
False,0,False,158.35,False,True,False,20.25,False,False,0
True,0,True,95.6,True,False,False,95.6,False,False,1
True,0,True,147.06938079440783,True,True,False,70.51286688782905,False,False,1
True,0,False,3161.2,False,True,True,89.85,False,False,0
True,0,True,4298.45,True,False,False,99.0,True,False,0
True,0,True,3794.5,False,True,False,54.1,False,True,0
True,0,False,90.75,True,True,False,90.75,False,False,1
True,0,False,494.05,False,True,False,19.7,False,True,0
True,0,False,583.3,False,True,False,20.55,True,False,0
False,1,False,695.75,True,False,False,85.2,False,False,0
True,1,False,78.65,True,False,False,30.4,False,False,1
True,0,True,7665.8,False,True,True,114.35,False,True,0
True,0,False,710.05,True,False,False,39.7,False,False,0
True,0,False,1679.4,False,False,True,95.05,False,False,0
True,0,True,7534.452997957522,True,True,True,109.38573881536306,True,True,1
True,0,False,36.41038560884354,True,False,False,36.41038560884354,False,False,1
True,1,True,1509.8349185165152,True,False,True,83.78189457448201,False,False,1
True,0,False,3066.45,True,False,False,103.45,True,False,1
True,1,False,1838.2158585901707,True,True,True,99.38984270103741,False,False,1
False,0,False,116.6,False,False,False,20.6,True,False,0
False,0,False,161.56617301128398,True,True,False,19.81980291855379,False,False,1
True,0,False,6879.113065820634,True,True,True,101.64404769516783,True,False,1
True,1,False,5890.0,True,False,False,99.5,True,False,0
False,0,False,838.5,False,True,False,24.25,False,False,0
False,0,False,206.6,False,False,False,50.4,False,False,1
True,1,False,76.43979682348348,True,False,False,76.43979682348348,False,False,1
False,0,False,967.85,False,True,False,19.4,False,True,0
False,0,False,1638.7,False,False,False,26.0,False,True,0
True,1,False,207.35,False,False,False,50.95,False,False,0
False,0,True,160.02946283983403,True,False,False,55.17907315173005,False,False,1
False,0,False,24.7,False,False,False,24.7,False,False,0
False,0,False,1794.65,False,False,False,101.3,False,False,0
False,0,False,284.3,False,True,False,20.05,False,False,0
True,0,True,6991.6,False,True,True,97.75,False,True,0
True,0,True,3766.855301959017,True,True,True,99.22717361853441,True,False,1
True,0,False,1039.9172759259568,True,False,False,70.27106965483638,False,False,1
True,0,True,387.2,False,False,True,94.4,False,False,1
True,0,False,745.3,False,True,False,20.4,False,False,0
True,0,False,6692.65,False,False,False,104.4,False,True,0
True,0,True,115.67890446019769,True,False,False,64.02746709742446,False,False,1
False,0,False,19.78321297485364,False,False,False,19.78321297485364,False,False,1
True,0,False,3107.3,False,True,True,81.5,False,False,0
False,0,False,19.896790347263742,False,False,False,19.896790347263742,False,False,1
True,0,False,202.15,False,False,False,44.05,False,False,0
True,0,False,804.8622489809803,True,False,False,85.11656858253532,False,False,1
True,0,False,30.672631399869996,False,False,False,30.672631399869996,False,False,1
True,0,False,3067.2,True,False,False,84.9,False,False,1
True,0,False,486.85,False,False,False,93.9,False,False,1
False,0,False,3007.25,False,True,True,63.8,False,True,0
False,0,False,113.85,False,False,False,21.05,False,False,1
False,0,False,108.05,False,False,False,19.85,False,False,1
True,0,False,1427.3483046353915,True,True,False,89.66899587657421,False,False,1
False,0,True,4361.55,False,False,False,65.55,False,True,0
False,0,True,6126.1,True,True,True,83.2,False,True,0
True,0,False,1206.3425130790074,True,True,True,55.70760305685775,False,False,1
False,0,False,831.75,False,False,False,66.4,False,False,0
True,0,False,70.85,True,False,False,70.85,False,False,1
True,1,False,613.4,True,True,False,84.0,False,False,1
True,1,False,36.45,True,False,False,36.45,False,False,1
True,0,True,50.7,False,False,False,50.7,False,False,0
False,0,False,41.2,False,False,False,20.3,False,False,0
False,0,False,533.5,False,True,False,19.9,True,False,0
False,0,False,734.35,True,True,False,55.95,False,False,1
True,0,False,2290.7043498124344,True,True,False,84.41463583824067,False,False,1
False,0,False,111.4,True,False,False,60.85,False,False,0
True,0,False,1447.9,False,False,False,19.3,False,True,0
True,0,False,1442.65,False,True,False,20.35,True,False,0
True,0,False,2839.65,False,True,False,78.95,False,False,1
False,0,False,1561.5,False,True,True,51.2,False,False,1
True,0,True,2137.7428504808317,True,False,False,64.22919163163203,False,False,1
True,0,False,74.40011287135523,False,False,False,74.40011287135523,False,False,1
True,0,False,473.577564307926,True,False,False,42.47838147083818,True,False,1
True,0,False,3527.6,True,False,False,100.25,False,False,1
False,0,True,5435.0,False,True,False,83.5,False,True,0
True,0,False,1008.7,True,False,False,80.85,False,False,1
True,1,True,6735.05,False,True,True,93.05,False,True,0
True,0,False,1523.4,True,False,False,50.05,True,False,0
True,0,False,1732.0057577901305,True,False,False,81.70396890645077,False,False,1
False,0,True,865.8,False,True,False,91.75,False,False,1
False,0,False,755.5,False,False,False,19.3,True,False,0
True,0,True,604.7,False,False,False,79.65,False,False,1
False,0,False,1500.95,False,True,False,20.5,False,True,0
True,0,False,4135.0,False,True,True,99.0,False,True,0
False,0,False,58.0,False,False,False,19.95,False,False,0
True,0,False,595.5,False,False,False,20.65,True,False,0
True,0,False,903.6,False,False,False,43.75,True,False,1
True,1,False,418.7181392874409,True,False,False,88.21392317599062,False,False,1
True,0,True,3887.25,True,False,False,104.85,True,False,0
True,0,True,6152.3,False,True,True,107.0,True,False,0
True,1,False,3541.35,True,False,False,84.65,False,False,1
True,0,False,301.4,True,True,False,74.65,False,False,1
False,0,False,554.25,False,False,False,19.4,False,True,0
True,0,True,4977.2,False,True,False,99.7,True,False,0
True,0,False,391.24577262426845,True,True,True,98.03575134691866,False,False,1
True,0,False,5229.8,False,False,True,90.45,False,True,0
True,1,False,7882.25,False,True,True,110.8,False,True,0
True,0,False,1513.2719893347846,True,True,True,93.44056929843825,False,False,1
True,0,False,4449.75,True,False,True,84.6,True,False,0
True,0,False,50.76117802999473,True,False,False,50.76117802999473,False,False,1
False,0,False,314.45,False,True,False,19.6,False,False,0
True,0,False,337.9550516761621,True,False,False,82.2095332037953,False,False,1
False,0,True,6856.95,False,True,False,95.65,True,False,0
True,0,False,1185.0,True,True,False,82.65,False,False,0
True,1,False,2710.648203175357,True,True,False,104.3085703239143,False,False,1
False,0,False,1189.9,False,False,False,19.95,False,True,0
True,0,False,417.75,True,False,True,82.75,False,False,0
False,0,False,143.9,False,True,False,69.95,False,False,0
True,0,False,70.25,True,False,False,70.25,False,False,0
True,0,True,2279.268961237573,True,True,True,70.64502218373666,False,False,1
True,0,False,593.3,False,True,True,65.6,True,False,0
True,0,False,364.30020295960566,True,False,True,100.82836777394301,False,False,1
True,0,False,4855.2443063818555,True,True,False,99.10993207413857,False,False,1
False,0,False,2684.35,False,True,False,96.6,False,False,0
True,0,True,1049.05,True,False,False,49.8,False,False,0
True,0,True,3478.15,False,False,True,70.8,True,False,0
True,0,False,2576.2,True,True,False,75.2,False,False,1
True,0,False,342.9291960739142,True,False,True,87.75396036951999,False,False,1
True,0,False,627.9287763461284,False,True,False,84.79221485171455,False,False,1
True,0,False,1043.4,False,False,False,79.95,False,False,0
True,0,False,4614.55,False,True,False,90.35,True,False,0
False,0,False,68.65,True,False,False,68.65,False,False,1
True,0,False,5669.5,True,True,True,98.7,False,False,0
True,0,False,174.7,False,True,False,20.25,False,False,0
False,1,False,6688.1,True,False,True,102.1,True,False,0
True,0,True,2679.7,False,False,False,94.3,False,False,0
False,0,True,7895.15,False,True,True,113.25,False,True,0
True,0,False,678.75,False,True,True,30.35,False,False,0
False,0,False,550.6,True,False,False,105.3,False,False,0
True,0,False,2722.9218342199056,False,True,True,73.72174482711065,True,False,1
False,0,True,1593.1,True,True,True,45.4,False,True,0
False,0,True,2894.55,False,False,False,70.2,True,False,0
True,0,True,7074.4,False,True,False,103.25,False,True,0
True,0,False,4524.05,True,True,True,86.2,False,False,0
True,0,False,4889.2,True,True,False,98.35,False,False,0
False,0,False,78.8,True,True,False,78.8,False,False,1
True,0,True,5442.05,False,False,True,86.4,False,True,0
True,0,True,6583.765723810183,False,True,False,95.0087498959361,True,True,1
False,1,False,115.1,False,True,False,50.15,False,False,1
True,0,False,7184.016150009362,True,False,True,108.06555225229737,True,False,1
True,0,False,1687.95,True,True,False,94.7,False,False,1
True,0,False,74.35,True,False,False,74.35,False,False,1
True,1,False,156.4,False,False,False,74.85,False,False,1
True,0,False,45.7,False,False,False,45.7,False,False,1
True,1,False,1563.9,True,True,False,94.8,False,False,0
True,0,False,5450.7,False,False,False,89.9,False,False,0
False,1,True,374.8,True,False,False,80.7,False,False,0
False,0,False,1758.6,False,False,False,75.6,False,False,1
True,1,False,5509.3,True,False,False,100.0,True,False,1
True,0,False,85.0,True,False,False,85.0,False,False,1
True,0,True,49.395551805069275,True,True,False,49.395551805069275,False,False,1
True,0,True,7459.83551521556,True,True,False,106.65102377370353,True,False,1
True,0,False,1302.9953641113468,True,True,True,89.66811807859477,False,False,1
True,0,True,6286.822117410288,True,True,False,107.90757505557134,True,False,1
True,1,False,25.229280373713358,True,False,False,25.229280373713358,False,False,1
True,0,True,5224.5,False,True,False,81.15,True,False,0
True,1,False,4370.75,False,True,False,91.05,False,False,0
True,0,False,229.51701070672743,True,True,False,74.63092505290798,False,False,1
True,1,False,2711.451977547669,True,True,False,101.39903995141428,False,False,1
False,0,False,997.75,False,True,False,19.4,True,False,0
False,0,True,1166.7,True,False,False,64.8,False,False,0
True,0,False,505.1843988125524,True,False,False,91.49232206507234,False,False,1
True,1,False,4367.35,True,True,False,88.05,False,False,1
True,0,False,300.8,True,False,False,23.9,False,False,1
True,0,True,5817.45,False,True,True,90.6,False,True,0
True,1,False,69.65,True,False,False,69.65,False,False,1
False,0,False,91.7,True,False,True,91.7,False,False,1
True,0,False,4494.65,False,True,False,90.4,False,False,0
True,0,False,1022.6,False,False,False,19.9,False,True,0
False,0,False,1309.15,False,False,True,35.55,True,False,0
True,0,False,930.05,True,True,True,72.8,False,False,0
True,0,False,1070.15,True,False,False,25.1,False,True,0
False,0,True,6339.3,False,True,True,89.7,False,True,0
True,0,False,75.33674916835287,True,False,False,75.33674916835287,False,False,1
True,0,False,5293.95,False,True,True,75.8,True,False,1
True,0,False,45.820225402212024,False,False,False,45.820225402212024,False,False,1
True,0,False,3538.2322158401857,False,True,False,103.18756664679566,False,False,1
False,0,False,3921.3,False,False,False,94.35,True,False,0
False,0,False,129.15,False,False,False,20.25,True,False,0
False,0,False,370.5,False,True,False,20.1,False,True,0
False,1,False,141.65,True,True,False,70.1,False,False,0
True,1,False,130.64046686784292,True,False,False,42.32729461937347,False,False,1
False,0,False,4917.75,False,False,True,100.65,False,True,0
True,0,True,4807.45,False,False,True,65.55,False,True,0
True,0,False,4866.753286749774,True,True,False,99.80163507224128,False,False,1
True,1,False,37.037113633951826,True,False,False,37.037113633951826,False,False,1
True,0,False,327.9128712038474,False,True,True,43.8827525241778,False,False,1
True,0,True,454.8714769925244,True,True,False,90.28021685526403,False,False,1
False,0,False,61.66910303752383,False,False,True,61.66910303752383,False,False,1
False,0,False,81.25,True,False,False,44.35,False,False,1
True,0,False,1686.85,False,True,True,89.35,True,False,0
True,1,False,417.0,False,False,False,20.05,True,False,0
True,0,True,1634.9280571259715,True,False,True,90.111588703821,False,False,1
True,0,True,137.04175247310195,True,False,False,33.03192836178384,False,False,1
True,0,False,5462.473126108989,True,False,True,95.69454056300631,False,True,1
True,0,True,676.9105140818457,True,True,False,88.58672920682315,False,False,1
True,0,True,54.1175042352692,True,False,True,54.1175042352692,False,False,1
True,0,False,6441.12334402076,True,False,True,106.0127687375034,True,True,1
True,0,False,5935.1,False,True,True,108.25,False,False,0
True,0,True,2375.2,False,True,True,54.05,False,True,0
True,0,True,3486.65,False,True,True,70.5,False,True,0
False,0,False,76.25086726893794,True,False,False,76.25086726893794,False,False,1
True,0,False,4338.6,True,False,False,85.35,False,False,1
True,0,False,5283.95,True,False,False,96.8,False,False,1
True,0,False,71.63568937890318,True,False,False,71.63568937890318,False,False,1
False,0,False,1146.05,False,True,False,20.9,False,True,0
True,0,False,3715.65,False,True,False,70.15,True,False,1
True,0,False,451.25014213313295,True,False,False,91.24346342958613,False,False,1
True,0,False,3778.0,False,False,True,104.5,True,False,0
True,0,False,542.6182877148083,True,False,False,74.47786728199262,False,False,1
False,0,False,660.624393379887,False,False,False,87.4746670645016,False,False,1
True,0,False,2839.679632281046,True,True,False,78.90789096904,False,False,1
True,0,False,2625.25,False,False,False,69.5,False,False,0
False,0,True,5437.75,False,True,True,75.35,False,True,0
True,0,True,1227.7690769268665,True,True,False,98.82854306273738,False,False,1
False,0,False,1559.3,False,False,False,25.25,False,True,0
False,0,False,55.55,False,False,False,55.55,False,False,0
True,0,False,1149.235838256093,True,True,False,69.57143835551722,False,False,1
True,0,False,70.59984026159468,True,True,False,70.59984026159468,False,False,1
True,0,False,766.9859583997621,True,False,False,49.656131451283514,False,False,1
True,0,True,434.5,True,False,False,79.05,False,False,1
True,0,False,746.05,False,True,False,20.2,False,True,0
True,0,False,3069.45,True,True,False,49.75,False,False,0
False,0,True,1815.0,False,True,False,51.05,False,False,0
True,0,True,4213.9,False,True,True,75.0,True,False,0
True,0,False,70.34714172801915,False,True,False,70.34714172801915,False,False,1
False,0,True,4858.7,False,True,False,68.95,False,True,0
True,0,False,811.65,True,False,False,94.05,False,False,0
False,0,False,2555.9,True,False,True,85.15,False,False,1
True,0,False,2242.4001032775427,True,True,False,82.6872804245341,False,False,1
False,0,False,50.6,False,False,False,19.4,False,False,0
False,0,True,2653.333790221484,False,True,False,102.4002999184869,False,False,1
True,0,True,5502.55,False,False,True,79.45,False,True,0
False,0,True,3846.35,False,True,True,81.0,False,True,0
False,0,False,605.9,False,False,False,26.25,False,True,0
False,0,True,5528.9,False,True,True,79.4,True,False,0
True,0,True,8684.8,False,True,True,117.8,True,False,1
True,0,True,5165.7,False,True,True,70.45,False,True,0
True,0,False,195.6716956546824,True,False,False,45.85874802354438,False,False,1
False,0,False,690.25,False,True,False,20.6,True,False,0
True,0,False,1768.3758492949964,True,False,False,88.45868120923357,False,False,1
False,0,False,20.95,False,False,False,20.95,False,False,1
True,0,False,4300.8,False,True,True,75.2,True,False,0
True,0,False,529.0495783995532,True,True,True,54.62671465837836,False,False,1
False,0,True,184.15,True,True,False,97.1,False,False,0
True,0,True,4089.45,False,True,True,83.25,False,True,0
False,0,False,856.5,False,True,False,19.75,False,True,0
True,0,False,74.7,True,True,False,74.7,False,False,1
True,0,False,1070.7,False,True,True,61.95,True,False,0
True,0,False,1071.6,False,True,False,20.85,True,False,0
True,0,False,246.05711057482245,True,True,True,89.2855430629026,False,False,1
False,0,True,1588.75,False,True,False,76.0,True,False,0
True,0,True,2813.05,False,False,True,58.9,True,False,0
True,0,False,962.9,False,True,False,49.6,False,False,0
False,0,True,1592.35,True,True,False,82.4,False,False,1
True,1,True,7548.1,False,True,False,105.1,False,False,1
True,1,False,25.117511476755958,True,False,False,25.117511476755958,False,False,1
True,1,True,1425.6460752335508,True,False,True,92.34426958689022,False,False,1
True,0,False,348.297298555478,True,False,False,73.26081294003974,False,False,1
True,1,False,71.27645391545137,True,False,False,71.27645391545137,False,False,1
True,0,False,412.4554396045641,True,True,False,79.86074876426288,False,False,1
True,0,True,5487.0,True,True,True,106.3,False,True,0
True,0,False,1974.7157591966684,True,True,False,72.63538940789654,False,False,1
True,0,False,1132.2642145382931,True,False,False,90.42325437875469,False,False,1
False,0,False,1261.7,True,True,False,24.3,True,False,0
False,0,False,672.55,True,False,False,71.0,False,False,1
False,0,True,5016.65,False,True,True,72.1,False,True,0
False,0,False,2971.7,False,False,False,74.8,False,False,0
True,0,True,1621.6993272203217,True,True,True,84.93751599687492,True,False,1
True,0,False,1452.0699237098354,True,True,False,80.79759087939972,False,False,1
False,0,True,1336.8,False,False,False,64.85,True,False,0
True,1,False,2514.2788171265743,True,True,False,98.34825826125449,False,False,1
True,0,False,1130.0,False,False,False,83.2,False,False,0
False,0,True,30.403765138736546,True,True,False,30.403765138736546,False,False,1
True,1,False,1146.3385565710557,True,False,False,75.25659777396514,False,False,1
True,0,False,54.75,False,False,False,54.75,False,False,1
True,0,True,7795.95,False,False,True,111.95,False,True,0
True,0,True,6688.95,False,True,True,93.25,False,True,0
False,0,False,2658.4,False,True,True,72.1,True,False,0
True,0,False,1563.4460785067936,True,True,False,76.17976480078401,False,False,1
True,1,False,1859.5,False,True,False,91.0,True,False,0
True,0,False,90.43552910086966,True,True,False,90.43552910086966,False,False,1
True,0,False,713.8831368115177,True,False,False,78.45058956544672,False,False,1
False,0,False,926.2689575364963,True,False,False,97.05597559954514,False,False,1
True,0,False,1673.8,False,False,False,25.3,False,True,0
True,1,False,2751.0,True,False,True,43.85,False,False,0
True,0,False,49.8,False,False,False,49.8,False,False,0
True,0,False,7266.95,True,True,True,111.45,True,False,0
False,0,False,520.55,False,True,False,19.55,False,True,0
False,0,False,311.6,False,False,False,19.75,False,False,0
True,1,False,139.05,True,False,False,70.35,False,False,1
True,0,False,3939.0979103732184,True,True,True,87.35390288440273,True,False,1
True,0,False,576.8950469928144,True,True,False,83.21514246429255,False,False,1
True,0,False,713.0119259195907,True,False,False,95.99277887060404,False,False,1
True,0,True,5778.36587318196,True,True,False,99.23257979432121,True,False,1
True,1,False,1434.6,True,False,False,39.85,False,False,0
False,0,False,19.65,False,False,False,19.65,False,False,0
True,0,True,3756.45,True,True,True,106.9,False,False,0
False,0,False,5906.684144230297,True,True,True,98.24050253078737,True,False,1
True,0,False,69.81501759171596,True,False,False,69.81501759171596,False,False,1
True,1,False,70.45,False,True,False,70.45,False,False,1
True,0,False,832.9973648403295,False,False,False,84.1041732476402,False,False,1
True,0,False,260.9587926472489,True,True,False,79.972188440293,False,False,1
False,0,False,998.1,False,True,False,19.15,True,False,0
True,0,False,7362.9,False,True,False,103.2,True,False,0
True,0,False,2952.170850916672,False,True,False,91.87559040277581,False,False,1
False,0,False,1764.75,False,True,False,24.05,False,True,0
True,0,False,2719.063186291034,False,True,False,81.4110531826911,False,False,1
False,0,False,19.75,False,False,False,19.75,False,False,1
False,0,False,70.89441479988459,False,False,False,70.89441479988459,False,False,1
False,0,True,844.45,False,False,True,35.05,False,True,0
False,1,False,1424.95,True,False,False,89.85,False,False,1
False,1,True,94.55,False,False,False,66.4,False,False,1
True,0,True,2587.184594846982,False,True,False,84.74726712361375,False,False,1
True,1,True,4081.2641681877303,True,True,True,101.29626745632719,True,False,1
False,0,False,566.5,False,False,False,25.25,False,True,0
True,0,False,3950.85,False,True,True,78.65,True,False,0
False,0,True,6825.65,False,True,True,108.15,False,True,0
True,0,False,75.31114705126829,True,False,False,75.31114705126829,False,False,1
True,0,True,3466.9364278555763,False,True,False,103.65563921790212,True,False,1
True,0,False,315.3,True,False,True,97.9,False,False,1
True,0,False,4473.0,True,False,True,87.35,False,False,0
True,0,True,1786.9072442946886,True,False,False,94.79089146122963,False,False,1
False,0,True,6155.4,False,True,True,85.1,False,True,0
True,0,True,937.5876636392919,True,True,False,64.26570937201832,True,False,1
False,0,False,350.3,False,True,True,67.95,False,False,1
True,1,False,158.4299308939276,False,True,False,82.00819365675869,False,False,1
False,0,False,75.3,True,False,False,75.3,False,False,1
True,0,False,490.27240247354257,True,False,False,88.30799599354836,False,False,1
True,0,True,712.410243600565,True,True,True,60.2519933223287,False,False,1
True,0,False,307.4,True,True,False,80.35,False,False,1
True,0,False,5124.55,True,True,True,109.55,False,False,1
True,0,True,4653.25,False,True,True,69.35,True,False,0
True,0,True,268.3948765444312,False,True,True,86.16396761041918,False,False,1
True,0,True,453.87409528432653,True,True,False,85.86504812759175,False,False,1
True,0,True,4510.8,True,False,False,106.05,True,False,0
False,0,False,333.65,True,True,False,44.75,False,False,0
False,0,True,1889.5,False,False,False,56.95,True,False,0
True,0,False,1875.4167382467863,True,True,True,99.80827092516834,True,False,1
True,0,True,3723.65,True,True,False,54.4,True,False,0
True,0,False,6519.75,True,False,True,111.35,False,False,0
True,0,False,59.55,False,False,True,59.55,False,False,0
True,0,False,6401.714005881711,True,True,False,101.56813791504425,True,False,1
True,0,False,1168.8321878370757,False,True,True,90.18816138781364,False,False,1
True,0,False,892.65,True,False,False,59.45,False,False,1
False,0,False,305.55,False,False,False,77.95,False,False,1
True,0,False,3914.608231414703,True,True,True,88.33178937059347,True,False,1
False,0,False,1147.85,False,True,False,19.5,False,True,0
False,1,False,587.7,False,False,False,19.8,True,False,0
True,0,False,229.91102722398097,True,True,True,61.82607002498016,False,False,1
True,0,False,2524.4464659636087,False,False,True,73.94950445246175,True,False,1
False,0,False,4242.35,False,False,False,80.0,False,False,1
True,0,False,897.75,False,True,False,102.6,False,False,0
True,0,False,4453.2903084350255,True,True,False,80.54834006877078,False,False,1
True,1,False,5832.0,True,False,True,110.75,False,False,0
